PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR
0.126,0.308,0.41,0.047,0.073,0.126,0.5,0.229,0.09,0.564,0.436
0.132,0.19,0.546,0.026,0.081,0.132,0.531,0.183,0.022,0.425,0.575
0.148,0.212,0.491,0.032,0.106,0.148,0.473,0.205,0.057,0.438,0.562
0.127,0.193,0.534,0.073,0.079,0.127,0.528,0.227,0.045,0.549,0.451
0.123,0.184,0.523,0.052,0.068,0.123,0.51,0.229,0.016,0.516,0.484
0.103,0.174,0.63,0.134,0.055,0.103,0.595,0.252,0.027,0.63,0.37
0.159,0.197,0.47,0.008,0.076,0.159,0.485,0.197,0.053,0.545,0.455
0.131,0.269,0.438,0.031,0.094,0.131,0.531,0.2,0.056,0.488,0.512
0.122,0.231,0.492,0.037,0.104,0.122,0.475,0.189,0.041,0.466,0.534
0.146,0.174,0.491,0.027,0.077,0.146,0.486,0.208,0.035,0.499,0.501
0.109,0.167,0.568,0.049,0.064,0.109,0.541,0.21,0.046,0.556,0.444
0.166,0.204,0.407,0.025,0.088,0.166,0.386,0.272,0.025,0.458,0.542
0.101,0.202,0.543,0.053,0.08,0.101,0.532,0.191,0.085,0.5,0.5
0.144,0.199,0.493,0.041,0.055,0.144,0.486,0.212,0.024,0.483,0.517
0.138,0.214,0.469,0.046,0.051,0.138,0.454,0.224,0.051,0.444,0.556
0.235,0.18,0.454,0.033,0.06,0.235,0.454,0.339,0.022,0.503,0.497
0.112,0.191,0.572,0.056,0.066,0.112,0.545,0.196,0.061,0.557,0.443
0.156,0.156,0.551,0.02,0.082,0.156,0.517,0.218,0.034,0.544,0.456
0.122,0.221,0.51,0.056,0.089,0.122,0.492,0.225,0.05,0.531,0.469
0.113,0.181,0.519,0.05,0.111,0.113,0.511,0.206,0.017,0.539,0.461
0.127,0.206,0.474,0.035,0.069,0.127,0.474,0.202,0.017,0.495,0.505
0.154,0.171,0.473,0.034,0.117,0.154,0.476,0.268,0.031,0.439,0.561
0.154,0.093,0.602,0.081,0.073,0.154,0.525,0.243,0.008,0.529,0.471
0.05,0.178,0.691,0.047,0.122,0.05,0.668,0.139,0.059,0.546,0.454
0.128,0.225,0.475,0.052,0.122,0.128,0.48,0.233,0.043,0.47,0.53
0.14,0.251,0.461,0.047,0.095,0.14,0.464,0.201,0.022,0.506,0.494
0.117,0.175,0.541,0.052,0.061,0.117,0.506,0.197,0.03,0.513,0.487
0.203,0.173,0.504,0.03,0.03,0.203,0.474,0.263,0.03,0.496,0.504
0.115,0.199,0.531,0.058,0.088,0.115,0.5,0.208,0.027,0.504,0.496
0.083,0.271,0.5,0.052,0.031,0.083,0.583,0.177,0.062,0.5,0.5
0.112,0.233,0.483,0.046,0.1,0.112,0.517,0.212,0.046,0.538,0.462
0.125,0.197,0.516,0.024,0.084,0.125,0.499,0.194,0.037,0.516,0.484
0.132,0.245,0.482,0.067,0.076,0.132,0.477,0.234,0.04,0.516,0.484
0.12,0.169,0.551,0.049,0.068,0.12,0.496,0.207,0.038,0.532,0.468
0.107,0.254,0.497,0.038,0.106,0.107,0.541,0.193,0.052,0.55,0.45
0.156,0.188,0.434,0.035,0.102,0.156,0.441,0.281,0.031,0.402,0.598
0.12,0.215,0.48,0.055,0.098,0.12,0.495,0.223,0.041,0.505,0.495
0.103,0.264,0.472,0.02,0.077,0.103,0.502,0.165,0.02,0.479,0.521
0.145,0.245,0.46,0.057,0.102,0.145,0.473,0.237,0.056,0.51,0.49
0.159,0.116,0.558,0.08,0.007,0.159,0.601,0.283,0.029,0.558,0.442
0.121,0.232,0.47,0.03,0.086,0.121,0.47,0.218,0.052,0.518,0.482
0.101,0.158,0.636,0.08,0.044,0.101,0.594,0.202,0.023,0.61,0.39
0.131,0.161,0.54,0.059,0.087,0.131,0.545,0.22,0.03,0.485,0.515
0.097,0.186,0.611,0.088,0.088,0.097,0.549,0.204,0.044,0.593,0.407
0.148,0.113,0.542,0.033,0.024,0.148,0.505,0.208,0.04,0.491,0.509
0.222,0.172,0.462,0.045,0.095,0.222,0.439,0.308,0.036,0.452,0.548
0.126,0.247,0.503,0.045,0.073,0.126,0.51,0.198,0.08,0.559,0.441
0.136,0.183,0.546,0.044,0.069,0.136,0.528,0.207,0.049,0.506,0.494
0.132,0.226,0.516,0.055,0.146,0.132,0.557,0.238,0.063,0.437,0.563
0.151,0.238,0.501,0.067,0.087,0.151,0.499,0.232,0.038,0.481,0.519
0.135,0.254,0.461,0.05,0.088,0.135,0.47,0.199,0.03,0.528,0.472
0.149,0.22,0.469,0.041,0.1,0.149,0.49,0.241,0.046,0.502,0.498
0.168,0.171,0.484,0.04,0.128,0.168,0.467,0.256,0.026,0.416,0.584
0.132,0.166,0.507,0.037,0.068,0.132,0.497,0.216,0.044,0.52,0.48
0.152,0.163,0.488,0.021,0.062,0.152,0.467,0.208,0.024,0.502,0.498
0.119,0.248,0.47,0.03,0.084,0.119,0.525,0.188,0.059,0.49,0.51
0.122,0.198,0.504,0.05,0.1,0.122,0.509,0.222,0.03,0.539,0.461
0.12,0.173,0.543,0.04,0.072,0.12,0.531,0.2,0.034,0.558,0.442
0.134,0.191,0.491,0.032,0.071,0.134,0.505,0.216,0.046,0.508,0.492
0.171,0.317,0.439,0.049,0.049,0.171,0.561,0.232,0.073,0.561,0.439
0.104,0.192,0.592,0.12,0.04,0.104,0.52,0.248,0.04,0.568,0.432
0.146,0.175,0.522,0.062,0.051,0.146,0.496,0.241,0.026,0.474,0.526
0.104,0.11,0.61,0.061,0.03,0.104,0.579,0.189,0.037,0.476,0.524
0.1,0.242,0.461,0.059,0.064,0.1,0.388,0.201,0.046,0.534,0.466
0.109,0.195,0.547,0.049,0.105,0.109,0.536,0.199,0.026,0.528,0.472
0.117,0.189,0.557,0.055,0.062,0.117,0.56,0.195,0.033,0.606,0.394
0.151,0.241,0.477,0.066,0.076,0.151,0.447,0.254,0.038,0.512,0.488
0.156,0.182,0.494,0.056,0.065,0.156,0.502,0.238,0.026,0.506,0.494
0.135,0.216,0.5,0.057,0.099,0.135,0.458,0.219,0.024,0.533,0.467
0.228,0.132,0.551,0.051,0.074,0.228,0.522,0.294,0.044,0.449,0.551
0.133,0.165,0.524,0.063,0.07,0.133,0.527,0.229,0.032,0.463,0.537
0.085,0.291,0.455,0.023,0.064,0.085,0.479,0.179,0.026,0.568,0.432
0.13,0.255,0.437,0.034,0.115,0.13,0.442,0.231,0.025,0.556,0.444
0.117,0.23,0.49,0.057,0.088,0.117,0.494,0.216,0.044,0.513,0.487
0.134,0.233,0.472,0.075,0.079,0.134,0.477,0.261,0.035,0.53,0.47
0.154,0.151,0.508,0.047,0.102,0.154,0.49,0.253,0.031,0.466,0.534
0.143,0.184,0.478,0.024,0.106,0.143,0.461,0.208,0.033,0.469,0.531
0.141,0.234,0.429,0.02,0.09,0.141,0.463,0.206,0.056,0.477,0.523
0.139,0.196,0.491,0.039,0.093,0.139,0.47,0.217,0.036,0.494,0.506
0.146,0.075,0.625,0.054,0.036,0.146,0.543,0.204,0.039,0.539,0.461
0.208,0.222,0.458,0.042,0.083,0.208,0.472,0.292,0.083,0.583,0.417
0.098,0.254,0.477,0.03,0.028,0.098,0.505,0.165,0.076,0.514,0.486
0.147,0.294,0.418,0.063,0.096,0.147,0.441,0.25,0.043,0.521,0.479
0.113,0.193,0.525,0.035,0.083,0.113,0.496,0.182,0.048,0.496,0.504
0.156,0.173,0.533,0.146,0.06,0.156,0.414,0.335,0.045,0.529,0.471
0.117,0.14,0.576,0.052,0.057,0.117,0.564,0.186,0.017,0.55,0.45
0.128,0.203,0.5,0.101,0.095,0.128,0.541,0.277,0.047,0.534,0.466
0.133,0.21,0.516,0.056,0.077,0.133,0.532,0.214,0.04,0.488,0.512
0.087,0.144,0.681,0.044,0.087,0.087,0.63,0.159,0.049,0.499,0.501
0.128,0.18,0.558,0.061,0.087,0.128,0.541,0.212,0.015,0.552,0.448
0.163,0.121,0.546,0.058,0.078,0.163,0.512,0.236,0.019,0.436,0.564
0.126,0.251,0.489,0.068,0.041,0.126,0.497,0.213,0.049,0.557,0.443
0.112,0.219,0.536,0.032,0.083,0.112,0.511,0.176,0.036,0.504,0.496
0.16,0.253,0.407,0.059,0.037,0.16,0.444,0.279,0.037,0.492,0.508
0.09,0.161,0.499,0.061,0.09,0.09,0.479,0.235,0.019,0.559,0.441
0.152,0.143,0.545,0.018,0.062,0.152,0.5,0.179,0.009,0.473,0.527
0.109,0.211,0.476,0.014,0.102,0.109,0.51,0.177,0.041,0.456,0.544
0.106,0.31,0.504,0.044,0.142,0.106,0.496,0.168,0.027,0.513,0.487
0.086,0.272,0.506,0.031,0.099,0.086,0.525,0.16,0.043,0.549,0.451
0.133,0.265,0.464,0.05,0.088,0.133,0.481,0.196,0.03,0.53,0.47
0.134,0.186,0.535,0.041,0.064,0.134,0.532,0.201,0.029,0.593,0.407
0.107,0.218,0.495,0.039,0.065,0.107,0.496,0.218,0.034,0.488,0.512
0.145,0.219,0.479,0.056,0.101,0.145,0.496,0.245,0.039,0.455,0.545
0.176,0.156,0.484,0.059,0.076,0.176,0.509,0.277,0.038,0.439,0.561
0.116,0.191,0.509,0.067,0.157,0.116,0.509,0.262,0.026,0.494,0.506
0.071,0.254,0.585,0.053,0.109,0.071,0.657,0.181,0.055,0.464,0.536
0.17,0.222,0.497,0.059,0.039,0.17,0.549,0.261,0.046,0.529,0.471
0.139,0.248,0.46,0.036,0.095,0.139,0.468,0.234,0.028,0.526,0.474
0.15,0.223,0.458,0.095,0.062,0.15,0.442,0.27,0.021,0.545,0.455
0.125,0.134,0.567,0.031,0.066,0.125,0.521,0.185,0.048,0.504,0.496
0.152,0.201,0.489,0.034,0.06,0.152,0.486,0.224,0.041,0.516,0.484
0.168,0.168,0.473,0.015,0.092,0.168,0.496,0.221,0.053,0.504,0.496
0.069,0.222,0.5,0.049,0.076,0.069,0.549,0.174,0.083,0.556,0.444
0.138,0.217,0.467,0.062,0.125,0.138,0.457,0.23,0.039,0.441,0.559
0.149,0.164,0.537,0.03,0.09,0.149,0.552,0.209,0.09,0.403,0.597
0.147,0.198,0.475,0.04,0.045,0.147,0.503,0.22,0.051,0.514,0.486
0.114,0.203,0.499,0.072,0.118,0.114,0.486,0.235,0.042,0.507,0.493
0.114,0.194,0.497,0.054,0.051,0.114,0.494,0.2,0.011,0.563,0.437
0.115,0.184,0.525,0.037,0.041,0.115,0.548,0.184,0.065,0.567,0.433
0.176,0.137,0.531,0.049,0.094,0.176,0.495,0.235,0.013,0.388,0.612
0.143,0.21,0.518,0.062,0.074,0.143,0.518,0.232,0.033,0.592,0.408
0.146,0.235,0.453,0.041,0.066,0.146,0.499,0.221,0.042,0.465,0.535
0.134,0.224,0.373,0.03,0.06,0.134,0.448,0.209,0.09,0.597,0.403
0.15,0.214,0.507,0.021,0.021,0.15,0.557,0.214,0.064,0.536,0.464
0.118,0.201,0.544,0.038,0.053,0.118,0.512,0.18,0.03,0.568,0.432
0.152,0.226,0.381,0.03,0.062,0.152,0.414,0.232,0.036,0.458,0.542
0.109,0.239,0.442,0.043,0.058,0.109,0.486,0.232,0.022,0.478,0.522
0.141,0.102,0.555,0.023,0.023,0.141,0.523,0.172,0.008,0.5,0.5
0.081,0.276,0.473,0.026,0.074,0.081,0.462,0.174,0.021,0.622,0.378
0.138,0.31,0.483,0.086,0.034,0.138,0.517,0.224,0.034,0.655,0.345
0.123,0.227,0.52,0.031,0.077,0.123,0.501,0.188,0.07,0.523,0.477
0.134,0.124,0.594,0.06,0.106,0.134,0.521,0.221,0.018,0.512,0.488
0.143,0.282,0.446,0.098,0.087,0.143,0.459,0.276,0.052,0.529,0.471
0.167,0.159,0.432,0,0.106,0.167,0.432,0.25,0.023,0.462,0.538
0.1,0.266,0.485,0.054,0.062,0.1,0.506,0.212,0.008,0.568,0.432
0.189,0.214,0.448,0.045,0.085,0.189,0.473,0.259,0.025,0.453,0.547
0.145,0.23,0.466,0.043,0.062,0.145,0.48,0.24,0.046,0.458,0.542
0.125,0.172,0.539,0.05,0.09,0.125,0.503,0.222,0.028,0.535,0.465
0.144,0.238,0.46,0.025,0.109,0.144,0.48,0.213,0.05,0.426,0.574
0.152,0.121,0.533,0.035,0.074,0.152,0.471,0.23,0.023,0.432,0.568
0.148,0.22,0.507,0.056,0.062,0.148,0.481,0.236,0.032,0.458,0.542
0.123,0.243,0.424,0.028,0.08,0.123,0.443,0.222,0.018,0.564,0.436
0.123,0.199,0.503,0.072,0.074,0.123,0.468,0.247,0.049,0.548,0.452
0.132,0.193,0.549,0.044,0.098,0.132,0.559,0.203,0.041,0.488,0.512
0.138,0.21,0.512,0.059,0.062,0.138,0.516,0.229,0.04,0.503,0.497
0.142,0.212,0.497,0.041,0.089,0.142,0.497,0.209,0.003,0.513,0.487
0.089,0.26,0.495,0.054,0.101,0.089,0.517,0.217,0.035,0.547,0.453
0.134,0.179,0.535,0.045,0.076,0.134,0.508,0.212,0.029,0.518,0.482
0.135,0.184,0.539,0.056,0.049,0.135,0.539,0.243,0.034,0.521,0.479
0.134,0.146,0.543,0.058,0.051,0.134,0.548,0.217,0.038,0.571,0.429
0.136,0.131,0.562,0.011,0.057,0.136,0.523,0.193,0.028,0.528,0.472
0.155,0.23,0.429,0.048,0.077,0.155,0.448,0.256,0.067,0.431,0.569
0.148,0.177,0.486,0.035,0.08,0.148,0.479,0.222,0.028,0.438,0.562
0.161,0.203,0.49,0.038,0.084,0.161,0.479,0.222,0.054,0.444,0.556
0.333,0.106,0.5,0.03,0.045,0.333,0.424,0.379,0.091,0.394,0.606
0.082,0.176,0.631,0.02,0.047,0.082,0.58,0.133,0.039,0.639,0.361
0.088,0.31,0.474,0.023,0.152,0.088,0.439,0.158,0.029,0.579,0.421
0.132,0.214,0.502,0.079,0.048,0.132,0.531,0.26,0.036,0.555,0.445
0.161,0.161,0.508,0.081,0.113,0.161,0.492,0.266,0.024,0.452,0.548
0.105,0.317,0.387,0.067,0.068,0.105,0.472,0.229,0.028,0.594,0.406
0.116,0.137,0.568,0.037,0.111,0.116,0.537,0.205,0.026,0.468,0.532
0.097,0.206,0.539,0.05,0.131,0.097,0.545,0.202,0.022,0.474,0.526
0.105,0.148,0.621,0.043,0.051,0.105,0.566,0.191,0.02,0.582,0.418
0.185,0.253,0.417,0.058,0.079,0.185,0.47,0.285,0.084,0.55,0.45
0.143,0.23,0.463,0.012,0.102,0.143,0.391,0.217,0.006,0.59,0.41
0.11,0.155,0.589,0.052,0.045,0.11,0.557,0.184,0.042,0.55,0.45
0.067,0.232,0.561,0.07,0.09,0.067,0.552,0.158,0.014,0.659,0.341
0.114,0.159,0.578,0.051,0.087,0.114,0.5,0.201,0.042,0.518,0.482
0.13,0.193,0.553,0.056,0.087,0.13,0.516,0.193,0.037,0.522,0.478
0.189,0.118,0.528,0.087,0.102,0.189,0.48,0.299,0.055,0.402,0.598
0.175,0.204,0.469,0.073,0.076,0.175,0.434,0.284,0.052,0.528,0.472
0.155,0.163,0.539,0.043,0.058,0.155,0.554,0.205,0.05,0.5,0.5
0.18,0.246,0.361,0.036,0.074,0.18,0.413,0.254,0.071,0.456,0.544
0.057,0.352,0.4,0.038,0.162,0.057,0.381,0.105,0.048,0.657,0.343
0.112,0.195,0.526,0.04,0.091,0.112,0.502,0.189,0.049,0.539,0.461
0.171,0.208,0.457,0.062,0.074,0.171,0.467,0.278,0.037,0.496,0.504
0.156,0.142,0.526,0.043,0.114,0.156,0.469,0.261,0.019,0.412,0.588
0.092,0.222,0.508,0.06,0.152,0.092,0.476,0.2,0.038,0.524,0.476
0.172,0.194,0.483,0.056,0.083,0.172,0.506,0.272,0.044,0.494,0.506
0.135,0.18,0.515,0.038,0.073,0.135,0.48,0.232,0.031,0.501,0.499
0.121,0.229,0.499,0.038,0.032,0.121,0.515,0.19,0.039,0.546,0.454
0.115,0.182,0.554,0.073,0.083,0.115,0.541,0.229,0.064,0.57,0.43
0.149,0.14,0.579,0.041,0.116,0.149,0.512,0.198,0.033,0.455,0.545
0.224,0.155,0.495,0.061,0.036,0.224,0.415,0.339,0.022,0.513,0.487
0.137,0.14,0.543,0.052,0.096,0.137,0.509,0.209,0.023,0.514,0.486
0.093,0.263,0.531,0.052,0.14,0.093,0.597,0.187,0.064,0.514,0.486
0.105,0.159,0.49,0.062,0.086,0.105,0.45,0.216,0.029,0.525,0.475
0.165,0.178,0.479,0.029,0.094,0.165,0.449,0.249,0.022,0.429,0.571
0.116,0.254,0.499,0.065,0.095,0.116,0.512,0.214,0.055,0.48,0.52
0.097,0.212,0.541,0.056,0.091,0.097,0.534,0.206,0.062,0.544,0.456
0.126,0.194,0.55,0.077,0.068,0.126,0.536,0.23,0.05,0.523,0.477
0.098,0.211,0.602,0.033,0.106,0.098,0.61,0.163,0.024,0.545,0.455
0.125,0.208,0.515,0.069,0.069,0.125,0.505,0.222,0.042,0.56,0.44
0.107,0.184,0.57,0.049,0.107,0.107,0.533,0.189,0.029,0.516,0.484
0.074,0.258,0.508,0.049,0.102,0.074,0.496,0.193,0.041,0.619,0.381
0.144,0.167,0.544,0.088,0.084,0.144,0.549,0.242,0.014,0.521,0.479
0.184,0.276,0.469,0.051,0.071,0.184,0.571,0.265,0.082,0.48,0.52
0.132,0.151,0.546,0.092,0.079,0.132,0.559,0.27,0.033,0.474,0.526
0.16,0.179,0.488,0.037,0.086,0.16,0.519,0.21,0.043,0.457,0.543
0.13,0.181,0.514,0.056,0.111,0.13,0.477,0.231,0.032,0.514,0.486
0.083,0.249,0.45,0.047,0.083,0.083,0.491,0.183,0.041,0.485,0.515
0.114,0.189,0.552,0.123,0.08,0.114,0.559,0.261,0.032,0.605,0.395
0.111,0.204,0.546,0.074,0.093,0.111,0.556,0.222,0.037,0.574,0.426
0.086,0.247,0.545,0.078,0.114,0.086,0.506,0.204,0.027,0.608,0.392
0.104,0.299,0.423,0.052,0.084,0.104,0.489,0.238,0.039,0.527,0.473
0.14,0.248,0.45,0,0.093,0.14,0.481,0.178,0.039,0.543,0.457
0.115,0.115,0.644,0.087,0.029,0.115,0.606,0.231,0.067,0.548,0.452
0.176,0.176,0.528,0.049,0.077,0.176,0.542,0.254,0.028,0.556,0.444
0.122,0.179,0.576,0.057,0.084,0.122,0.557,0.202,0.034,0.489,0.511
0.098,0.185,0.6,0.091,0.091,0.098,0.577,0.204,0.03,0.608,0.392
0.118,0.263,0.437,0.05,0.073,0.118,0.491,0.22,0.042,0.544,0.456
0.114,0.19,0.568,0.067,0.054,0.114,0.559,0.206,0.032,0.508,0.492
0.129,0.189,0.534,0.049,0.071,0.129,0.523,0.206,0.04,0.489,0.511
0.143,0.143,0.528,0.056,0.037,0.143,0.516,0.224,0.043,0.509,0.491
0.112,0.21,0.512,0.034,0.102,0.112,0.493,0.18,0.044,0.507,0.493
0.124,0.129,0.536,0.062,0.096,0.124,0.474,0.273,0.043,0.474,0.526
0.138,0.188,0.514,0.06,0.1,0.138,0.471,0.218,0.023,0.496,0.504
0.135,0.196,0.504,0.035,0.088,0.135,0.485,0.2,0.023,0.504,0.496
0.162,0.123,0.531,0.054,0.1,0.162,0.485,0.262,0.031,0.454,0.546
0.094,0.198,0.539,0.068,0.096,0.094,0.491,0.217,0.013,0.628,0.372
0.151,0.228,0.478,0.063,0.095,0.151,0.493,0.246,0.049,0.473,0.527
0.139,0.222,0.468,0.043,0.077,0.139,0.487,0.222,0.073,0.483,0.517
0.147,0.19,0.448,0.029,0.115,0.147,0.455,0.247,0.039,0.434,0.566
0.096,0.23,0.517,0.056,0.076,0.096,0.542,0.194,0.037,0.511,0.489
0.112,0.144,0.612,0.05,0.069,0.112,0.575,0.181,0.05,0.538,0.462
0.141,0.315,0.394,0.08,0.042,0.141,0.446,0.277,0.089,0.596,0.404
0.136,0.2,0.475,0.036,0.114,0.136,0.468,0.25,0.043,0.471,0.529
0.122,0.208,0.541,0.043,0.111,0.122,0.491,0.204,0.072,0.559,0.441
0.124,0.239,0.447,0.03,0.092,0.124,0.458,0.235,0.046,0.525,0.475
0.092,0.306,0.431,0.04,0.131,0.092,0.485,0.212,0.028,0.532,0.468
0.153,0.191,0.484,0.038,0.079,0.153,0.489,0.221,0.038,0.456,0.544
0.124,0.166,0.546,0.041,0.056,0.124,0.517,0.217,0.032,0.512,0.488
0.109,0.204,0.517,0.074,0.095,0.109,0.531,0.237,0.028,0.464,0.536
0.123,0.227,0.506,0.044,0.077,0.123,0.517,0.198,0.046,0.531,0.469
0.129,0.259,0.408,0.04,0.129,0.129,0.468,0.219,0.04,0.428,0.572
0.173,0.159,0.481,0.047,0.063,0.173,0.495,0.255,0.03,0.437,0.563
0.098,0.164,0.557,0.074,0.074,0.098,0.492,0.246,0.008,0.615,0.385
0.091,0.159,0.626,0.113,0.044,0.091,0.611,0.223,0.028,0.583,0.417
0.18,0.188,0.436,0.015,0.075,0.18,0.466,0.226,0.06,0.489,0.511
0.127,0.137,0.518,0.056,0.137,0.127,0.477,0.244,0.015,0.487,0.513
0.151,0.243,0.431,0.056,0.092,0.151,0.461,0.258,0.036,0.478,0.522
0.126,0.192,0.49,0.06,0.053,0.126,0.444,0.232,0.033,0.523,0.477
0.165,0.239,0.44,0.062,0.06,0.165,0.479,0.264,0.038,0.477,0.523
0.082,0.176,0.459,0.035,0.176,0.082,0.412,0.176,0.035,0.518,0.482
0.173,0.262,0.401,0.068,0.071,0.173,0.454,0.287,0.065,0.512,0.488
0.13,0.261,0.486,0.043,0.101,0.13,0.522,0.232,0.043,0.514,0.486
0.166,0.212,0.386,0.008,0.108,0.166,0.394,0.241,0.017,0.423,0.577
0.114,0.241,0.426,0.037,0.118,0.114,0.449,0.25,0.022,0.48,0.52
0.127,0.186,0.526,0.036,0.058,0.127,0.507,0.198,0.029,0.539,0.461
0.162,0.219,0.438,0.031,0.094,0.162,0.462,0.231,0.044,0.438,0.562
0.119,0.198,0.52,0.066,0.112,0.119,0.495,0.209,0.026,0.521,0.479
0.158,0.208,0.444,0.034,0.118,0.158,0.451,0.24,0.036,0.394,0.606
0.194,0.173,0.401,0.043,0.069,0.194,0.422,0.278,0.027,0.362,0.638
0.134,0.236,0.466,0.035,0.111,0.134,0.469,0.23,0.026,0.51,0.49
0.145,0.214,0.524,0.069,0.12,0.145,0.527,0.237,0.048,0.468,0.532
0.17,0.209,0.466,0.034,0.117,0.17,0.466,0.243,0.034,0.437,0.563
0.152,0.132,0.52,0.06,0.108,0.152,0.504,0.248,0.02,0.492,0.508
0.118,0.214,0.526,0.078,0.081,0.118,0.506,0.234,0.026,0.552,0.448
0.116,0.23,0.487,0.034,0.077,0.116,0.497,0.193,0.058,0.533,0.467
0.141,0.216,0.488,0.075,0.084,0.141,0.49,0.245,0.043,0.508,0.492
0.163,0.187,0.505,0.042,0.09,0.163,0.471,0.246,0.017,0.426,0.574
0.115,0.131,0.533,0.016,0.074,0.115,0.533,0.189,0.025,0.516,0.484
0.113,0.211,0.519,0.068,0.1,0.113,0.526,0.228,0.038,0.491,0.509
0.137,0.172,0.526,0.042,0.068,0.137,0.512,0.208,0.057,0.524,0.476
0.11,0.146,0.598,0.024,0.028,0.11,0.528,0.175,0.02,0.646,0.354
0.116,0.174,0.523,0.058,0.114,0.116,0.487,0.232,0.048,0.515,0.485
0.123,0.268,0.426,0.044,0.038,0.123,0.449,0.214,0.052,0.544,0.456
0.135,0.215,0.49,0.045,0.061,0.135,0.49,0.218,0.054,0.513,0.487
0.127,0.056,0.627,0.079,0.095,0.127,0.54,0.222,0.032,0.444,0.556
0.103,0.231,0.641,0.051,0.154,0.103,0.692,0.154,0.051,0.436,0.564
0.147,0.153,0.512,0.042,0.084,0.147,0.512,0.237,0.024,0.5,0.5
0.211,0.195,0.392,0.051,0.059,0.211,0.413,0.293,0.042,0.423,0.577
0.116,0.167,0.571,0.057,0.077,0.116,0.506,0.201,0.026,0.553,0.447
0.143,0.285,0.399,0.047,0.078,0.143,0.413,0.233,0.037,0.552,0.448
0.146,0.181,0.517,0.073,0.108,0.146,0.498,0.254,0.051,0.489,0.511
0.166,0.267,0.404,0.088,0.05,0.166,0.457,0.298,0.043,0.533,0.467
0.067,0.244,0.622,0.089,0.133,0.067,0.711,0.2,0.044,0.533,0.467
0.136,0.166,0.537,0.039,0.058,0.136,0.521,0.202,0.036,0.518,0.482
0.138,0.191,0.497,0.027,0.036,0.138,0.501,0.208,0.038,0.528,0.472
0.166,0.212,0.443,0.044,0.095,0.166,0.46,0.245,0.072,0.436,0.564
0.33,0.274,0.349,0.019,0.075,0.33,0.406,0.358,0.057,0.406,0.594
0.137,0.204,0.505,0.07,0.084,0.137,0.502,0.239,0.053,0.565,0.435
0.106,0.213,0.502,0.042,0.11,0.106,0.494,0.194,0.015,0.487,0.513
0.098,0.21,0.495,0.048,0.112,0.098,0.489,0.205,0.032,0.524,0.476
0.146,0.209,0.466,0.047,0.131,0.146,0.464,0.264,0.021,0.481,0.519
0.111,0.144,0.601,0.062,0.096,0.111,0.582,0.197,0.024,0.519,0.481
0.129,0.175,0.541,0.05,0.074,0.129,0.529,0.222,0.05,0.512,0.488
0.132,0.146,0.584,0.085,0.127,0.132,0.541,0.229,0.02,0.481,0.519
0.109,0.229,0.498,0.043,0.087,0.109,0.415,0.215,0.058,0.572,0.428
0.17,0.129,0.537,0.02,0.088,0.17,0.517,0.245,0.014,0.503,0.497
0.142,0.213,0.485,0.062,0.094,0.142,0.51,0.258,0.039,0.494,0.506
0.101,0.178,0.574,0.044,0.059,0.101,0.533,0.178,0.047,0.583,0.417
0.131,0.243,0.458,0.037,0.131,0.131,0.439,0.201,0.051,0.435,0.565
0.127,0.204,0.498,0.06,0.125,0.127,0.494,0.24,0.035,0.496,0.504
0.149,0.207,0.481,0.052,0.084,0.149,0.478,0.231,0.052,0.5,0.5
0.143,0.291,0.421,0.048,0.096,0.143,0.47,0.239,0.08,0.539,0.461
0.143,0.222,0.466,0.032,0.085,0.143,0.519,0.217,0.063,0.519,0.481
0.12,0.205,0.524,0.04,0.098,0.12,0.527,0.197,0.051,0.489,0.511
0.134,0.163,0.545,0.067,0.102,0.134,0.501,0.233,0.035,0.501,0.499
0.132,0.151,0.566,0.064,0.046,0.132,0.525,0.228,0.037,0.553,0.447
0.182,0.156,0.475,0.046,0.108,0.182,0.455,0.253,0.018,0.386,0.614
0.122,0.2,0.498,0.033,0.087,0.122,0.472,0.2,0.047,0.484,0.516
0.107,0.25,0.477,0.032,0.085,0.107,0.517,0.218,0.042,0.46,0.54
0.153,0.2,0.476,0.036,0.114,0.153,0.499,0.232,0.027,0.474,0.526
0.135,0.164,0.543,0.034,0.098,0.135,0.5,0.204,0.034,0.497,0.503
0.125,0.143,0.58,0.069,0.049,0.125,0.587,0.214,0.022,0.563,0.437
0.126,0.219,0.519,0.029,0.038,0.126,0.448,0.168,0.024,0.508,0.492
0.158,0.116,0.555,0.021,0.096,0.158,0.486,0.24,0.021,0.527,0.473
0.115,0.249,0.469,0.025,0.059,0.115,0.521,0.191,0.005,0.641,0.359
0.103,0.19,0.559,0.046,0.065,0.103,0.535,0.184,0.033,0.585,0.415
0.11,0.207,0.52,0.049,0.112,0.11,0.506,0.207,0.068,0.48,0.52
0.15,0.21,0.451,0.044,0.104,0.15,0.449,0.24,0.05,0.459,0.541
0.167,0.205,0.5,0.039,0.074,0.167,0.5,0.248,0.039,0.527,0.473
0.202,0.18,0.473,0.109,0.05,0.202,0.45,0.341,0.027,0.523,0.477
0.133,0.181,0.566,0.071,0.094,0.133,0.543,0.23,0.051,0.462,0.538
0.061,0.211,0.601,0.078,0.083,0.061,0.579,0.169,0.042,0.629,0.371
